id,ts,source,role,kind,url,product_key,tags,summary,quote,metrics_json,raw_ref
sig-oem-catalog-2026-09-24,2026-09-24T09:05:00-07:00,rad_oem,demand,oos,https://www.radpowerbikes.com/collections/accessories/products.json,SOMO-RAD-SUN-01,oem|catalog|oos|weekday,"Rad OEM products.json HTTP 200: accessories 66 + spare-parts 65 = 131 unique handles; core OOS unchanged (large-front-mounted-basket, radrunner-passenger-package, radrover-rear-rack, radwagon-deckpad, radexpand-replacement-tire); no sun-cover/visor SKU; External Battery Charge Port Cover IN STOCK; GUB PRO-3 Phone Mount IN STOCK; flips vs weekday-2026-09-23=0.",,"{""accessories_count"": 66, ""spare_parts_count"": 65, ""unique_handles"": 131, ""core_oos"": [""large-front-mounted-basket"", ""radrunner-passenger-package"", ""radrover-rear-rack"", ""radwagon-deckpad"", ""radexpand-replacement-tire""], ""charge_port_cover_in_stock"": true, ""gub_pro3_phone_mount_in_stock"": true, ""sun_cover_sku_handles"": [], ""flips_vs_weekday_2026_09_23"": 0, ""flip_handles"": []}",raw/rad_accessories_all.json+rad_spare-parts_all.json@2026-09-24
sig-etsy-comp-2026-09-24,2026-09-24T09:05:00-07:00,etsy,competition,other,https://openapi.etsy.com/v3/application/listings/active,SOMO-RAD-SUN-01,etsy|competition|weekday,Etsy v3 competition: 'rad power display cover' count=8; 'rad power phone mount' count=0; 'rad charging port cover' count=1.,,"{""display_cover_count"": 8, ""phone_mount_count"": 0, ""charging_port_cover_count"": 1}",raw/etsy_competition.json
sig-mw-comp-2026-09-24,2026-09-24T09:05:00-07:00,makerworld,competition,other,https://makerworld.com/en/search/models?keyword=rad%20display%20cover,SOMO-RAD-SUN-01,makerworld|competition|weekday|approximate,MakerWorld HTTP search OK: Rad-specific display-cover ~0 (printer/German Rad / H2 display-cover noise); phone-mount search generic; charge-port search not Rad dust-cap; visor query car/visor noise not Rad display visor. Approximate — no numeric API.,,"{""rad_specific_display_cover_approx"": 0, ""rad_specific_phone_mount_approx"": 0, ""rad_display_visor_approx"": 0}",raw/mw_rad_display_cover.html
sig-ebr-weekday-2026-09-24,2026-09-24T09:05:00-07:00,ebr_forum,demand,other,https://forums.electricbikereview.com/forum/rad-power-bikes/index.rss,,ebr|rss|weekday|liability,EBR Rad RSS OK. Light weekday: no new Path A accessory pain (visor/clasp/charge-cap). Top items battery UL replacement / funding / CPSC recall — liability-only (throttle/battery-shell/structural-kid = not launch SKUs).,"UL certified replacement battery packs for Rad bikes, delivery early October 2026","{""rss_ok"": true, ""path_a_new_pain"": false}",raw/ebr_rad_rss.xml
sig-ebr-report-2026-09-24,2026-09-24T09:05:00-07:00,electric_bike_report,demand,other,https://electricbikereport.com/feed/,,electric_bike_report|rss|weekday,Electric Bike Report feed OK; newest still Tue 22 Sep 2026 Euphree City Robin Review (unchanged vs 09-23). No new Rad accessory Path A in recent items.,,"{""feed_ok"": true, ""newest_title"": ""Euphree City Robin Review""}",raw/ebr_report_feed.xml
sig-amazon-serp-2026-09-24,2026-09-24T09:05:00-07:00,amazon,demand,review,https://www.amazon.com/s?k=rad+power+bikes+accessories,,amazon|webfetch|weekday,"Amazon WebFetch OK on Rad Power accessories SERP (no bm-verify on main SERP). Observed listings: brake pads, baskets, phone mounts, LCD meters, chargers — no invented review counts. Focused display-cover 1–3★ filter hit bm-verify interstitial — no 1–3★ review text. Overall amazon OK; BLOCKED streak=0.",,"{""serp_ok"": true, ""display_cover_1to3_star_bm_verify"": true, ""review_text_invented"": false, ""blocked_streak"": 0}",webfetch:amazon accessories SERP + display-cover; raw/amazon_webfetch_note.json
sig-oem-help-rad-2026-09-24,2026-09-24T09:05:00-07:00,other,health,other,https://www.radpowerbikes.com/pages/support,,oem_help_rad|webfetch,Rad support page WebFetch OK: phone/text/chat hours only; no glare/display/visor/charge-port/phone-mount help language on landing page.,,"{""help_glare_language"": false}",webfetch:radpowerbikes.com/pages/support
sig-oem-help-aventon-2026-09-24,2026-09-24T09:05:00-07:00,other,health,other,https://rideaventon.zendesk.com/hc/en-us,,oem_help_aventon|webfetch|recovered,"Aventon Zendesk HC landing recovered (HTTP 200, no Cloudflare challenge vs BLOCKED 09-23). Page is thin JS shell — Categories/Help Center chrome only; no accessory article bodies captured on free fetch. Aventon demand remains FB carry + Amazon free + YT.",,"{""cloudflare_challenge"": false, ""article_bodies_captured"": false, ""consecutive_failures_prior"": 1}",raw/aventon_hc.html
sig-fb-carry-2026-09-24,2026-09-24T09:05:00-07:00,facebook_aventon,demand,theme,https://www.facebook.com/groups/860508022428626,aventon_front_basket,facebook|carry_forward|weekly_2026-09-21,FB weekday not due — OK-from-prior weekly 2026-09-21 (3 Joined groups). Carry Aventon front-basket WATCH only; no scrape today.,,"{""groups_ok_prior"": 3}",weekly-fb-2026-09-21
sig-yt-basket-oos-2026-09-24,2026-09-24T09:05:00-07:00,youtube,demand,wish,https://www.youtube.com/watch?v=8s8hrcurkOY,rad_large_front_mounted_basket,youtube|wtb|oos|cargo|weekday,YT BikesAreFun: 'Alternative to Rad Bikes (always sold out) Large Basket' — OOS/WTB language for large front basket (not pure howto). Elevates invent unmet; evidence still thin/old.,"As the basket is always sold out from Rad Bikes themselves, I found this basket on Amazon and it works great for what we need.","{""evidence_class"": ""wtb"", ""video_id"": ""8s8hrcurkOY"", ""published_at"": ""2022-11-27T23:52:06Z""}",raw/youtube_signals.jsonl
